,iic,n_iic,label,prior
R-HSA-351202,9.661778097771988,0.8796464443148675,Metabolism of polyamines,PATH
R-HSA-9006115,7.661778097771987,0.6975585438449292,Signaling by NTRK2 (TRKB),PATH
R-HSA-5368286,10.98370619265935,1.0,Mitochondrial translation initiation,PATH
R-HSA-8866904,10.98370619265935,1.0,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,PATH
R-HSA-8956320,9.398743691938193,0.8556987529600508,Nucleotide biosynthesis,PATH
R-HSA-1257604,9.661778097771988,0.8796464443148675,PIP3 activates AKT signaling,PATH
R-HSA-168188,9.661778097771988,0.8796464443148675,Toll Like Receptor TLR6:TLR2 Cascade,PATH
R-HSA-5619046,10.98370619265935,1.0,Defective SLC26A4 causes Pendred syndrome (PDS),PATH
R-HSA-74158,8.98370619265935,0.8179120995300617,RNA Polymerase III Transcription,PATH
R-HSA-9707616,10.98370619265935,1.0,Heme signaling,PATH
R-HSA-975577,10.98370619265935,1.0,N-Glycan antennae elongation,PATH
R-HSA-5173105,9.98370619265935,0.9089560497650309,O-linked glycosylation,PATH
R-HSA-1362409,10.398743691938193,0.94674270319502,Mitochondrial iron-sulfur cluster biogenesis,PATH
R-HSA-9758920,10.98370619265935,1.0,Formation of lateral plate mesoderm,PATH
R-HSA-69473,10.568668693380506,0.9622133465700109,G2/M DNA damage checkpoint,PATH
R-HSA-9694719,10.98370619265935,1.0,Maturation of protein 3a,PATH
R-HSA-9027276,10.98370619265935,1.0,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),PATH
R-HSA-201722,10.568668693380506,0.9622133465700109,Formation of the beta-catenin:TCF transactivating complex,PATH
R-HSA-167158,10.98370619265935,1.0,Formation of the HIV-1 Early Elongation Complex,PATH
R-HSA-1855229,10.98370619265935,1.0,IP6 and IP7 transport between cytosol and nucleus,PATH
R-HSA-9793380,10.398743691938193,0.94674270319502,Formation of paraxial mesoderm,PATH
R-HSA-372790,10.98370619265935,1.0,Signaling by GPCR,PATH
R-HSA-5140745,10.98370619265935,1.0,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",PATH
R-HSA-9758274,10.98370619265935,1.0,Regulation of NF-kappa B signaling,PATH
R-HSA-201681,8.524274574022051,0.7760836301064763,TCF dependent signaling in response to WNT,PATH
R-HSA-1963642,10.98370619265935,1.0,PI3K events in ERBB2 signaling,PATH
R-HSA-167172,9.10923707474321,0.8293409269114564,Transcription of the HIV genome,PATH
R-HSA-435354,9.398743691938193,0.8556987529600508,Zinc transporters,PATH
R-HSA-9830364,10.98370619265935,1.0,Formation of the nephric duct,PATH
R-HSA-3595174,10.98370619265935,1.0,"Defective CHST14 causes EDS, musculocontractural type",PATH
R-HSA-77108,10.98370619265935,1.0,Utilization of Ketone Bodies,PATH
R-HSA-9694271,10.98370619265935,1.0,Assembly of the SARS-CoV-2 Replication-Transcription Complex (RTC),PATH
R-HSA-6806834,7.9837061926593496,0.7268681492950926,Signaling by MET,PATH
R-HSA-196836,10.98370619265935,1.0,Vitamin C (ascorbate) metabolism,PATH
R-HSA-112315,7.176351270601745,0.6533633679493227,Transmission across Chemical Synapses,PATH
R-HSA-432030,10.98370619265935,1.0,Transport of glycerol from adipocytes to the liver by Aquaporins,PATH
R-HSA-445095,10.98370619265935,1.0,Interaction between L1 and Ankyrins,PATH
R-HSA-9664407,10.98370619265935,1.0,Parasite infection,PATH
R-HSA-5652227,10.98370619265935,1.0,Fructose biosynthesis,PATH
R-HSA-5658034,10.98370619265935,1.0,HHAT G278V doesn't palmitoylate Hh-Np,PATH
R-HSA-9918442,10.98370619265935,1.0,Defective visual phototransduction due to LRAT loss of function,PATH
R-HSA-168305,9.98370619265935,0.9089560497650309,Inhibition of Interferon Synthesis,PATH
R-HSA-446203,9.661778097771988,0.8796464443148675,Asparagine N-linked glycosylation,PATH
R-HSA-9619665,10.98370619265935,1.0,EGR2 and SOX10-mediated initiation of Schwann cell myelination,PATH
R-HSA-379397,10.98370619265935,1.0,Enzymatic degradation of dopamine by COMT,PATH
R-HSA-196757,10.98370619265935,1.0,Metabolism of folate and pterines,PATH
R-HSA-2206280,10.98370619265935,1.0,MPS IX - Natowicz syndrome,PATH
R-HSA-68952,10.98370619265935,1.0,DNA replication initiation,PATH
R-HSA-5619104,10.98370619265935,1.0,Defective SLC12A1 causes Bartter syndrome 1 (BS1),PATH
R-HSA-159854,8.98370619265935,0.8179120995300617,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",PATH
R-HSA-170968,10.98370619265935,1.0,Frs2-mediated activation,PATH
R-HSA-390471,10.98370619265935,1.0,Association of TriC/CCT with target proteins during biosynthesis,PATH
R-HSA-975144,10.98370619265935,1.0,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,PATH
R-HSA-5693568,10.98370619265935,1.0,Resolution of D-loop Structures through Holliday Junction Intermediates,PATH
R-HSA-975138,10.305634287546711,0.9382656552151942,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,PATH
R-HSA-1630316,9.98370619265935,0.9089560497650309,Glycosaminoglycan metabolism,PATH
R-HSA-3000480,10.98370619265935,1.0,Scavenging by Class A Receptors,PATH
R-HSA-399956,10.98370619265935,1.0,CRMPs in Sema3A signaling,PATH
R-HSA-9652282,10.98370619265935,1.0,Drug-mediated inhibition of ERBB2 signaling,PATH
R-HSA-380972,10.98370619265935,1.0,Energy dependent regulation of mTOR by LKB1-AMPK,PATH
R-HSA-8964208,10.98370619265935,1.0,Phenylalanine metabolism,PATH
R-HSA-9717301,10.98370619265935,1.0,NVP-TAE684-resistant ALK mutants,PATH
R-HSA-196783,10.98370619265935,1.0,Coenzyme A biosynthesis,PATH
R-HSA-9832991,10.98370619265935,1.0,Formation of the posterior neural plate,PATH
R-HSA-5620922,10.98370619265935,1.0,BBSome-mediated cargo-targeting to cilium,PATH
R-HSA-69109,9.98370619265935,0.9089560497650309,Leading Strand Synthesis,PATH
R-HSA-211897,9.246740598493144,0.8418597908848784,Cytochrome P450 - arranged by substrate type,PATH
R-HSA-6802948,10.98370619265935,1.0,Signaling by high-kinase activity BRAF mutants,PATH
R-HSA-70350,10.98370619265935,1.0,Fructose catabolism,PATH
R-HSA-5619035,10.98370619265935,1.0,Defective SLC17A5 causes Salla disease (SD) and ISSD,PATH
R-HSA-196299,10.98370619265935,1.0,Beta-catenin phosphorylation cascade,PATH
R-HSA-8874177,10.98370619265935,1.0,ATF6B (ATF6-beta) activates chaperones,PATH
R-HSA-373076,7.661778097771987,0.6975585438449292,Class A/1 (Rhodopsin-like receptors),PATH
R-HSA-375281,10.98370619265935,1.0,Hormone ligand-binding receptors,PATH
R-HSA-927802,9.398743691938193,0.8556987529600508,Nonsense-Mediated Decay (NMD),PATH
R-HSA-77286,7.9837061926593496,0.7268681492950926,mitochondrial fatty acid beta-oxidation of saturated fatty acids,PATH
R-HSA-2142845,9.398743691938193,0.8556987529600508,Hyaluronan metabolism,PATH
R-HSA-5633231,10.98370619265935,1.0,Defective ALG14 causes ALG14-CMS,PATH
R-HSA-2453864,7.661778097771987,0.6975585438449292,Retinoid cycle disease events,PATH
R-HSA-9669917,10.98370619265935,1.0,Imatinib-resistant KIT mutants,PATH
R-HSA-438066,10.98370619265935,1.0,"Unblocking of NMDA receptors, glutamate binding and activation",PATH
R-HSA-9854909,10.98370619265935,1.0,Regulation of MITF-M dependent genes involved in invasion,PATH
R-HSA-8964572,10.98370619265935,1.0,Lipid particle organization,PATH
R-HSA-383280,10.98370619265935,1.0,Nuclear Receptor transcription pathway,PATH
R-HSA-141333,10.98370619265935,1.0,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,PATH
R-HSA-549132,9.398743691938193,0.8556987529600508,Organic cation/anion/zwitterion transport,PATH
R-HSA-76071,10.98370619265935,1.0,RNA Polymerase III Transcription Initiation From Type 3 Promoter,PATH
R-HSA-8935690,9.98370619265935,0.9089560497650309,Digestion,PATH
R-HSA-9673221,10.98370619265935,1.0,Defective F9 activation,PATH
R-HSA-933541,10.98370619265935,1.0,TRAF6 mediated IRF7 activation,PATH
R-HSA-1483257,6.339850002884625,0.5772049881597967,Phospholipid metabolism,PATH
R-HSA-8875513,10.98370619265935,1.0,MET interacts with TNS proteins,PATH
R-HSA-9037628,10.98370619265935,1.0,Rhesus blood group biosynthesis,PATH
R-HSA-74749,10.98370619265935,1.0,Signal attenuation,PATH
R-HSA-9034015,9.176351270601746,0.835451268419261,Signaling by NTRK3 (TRKC),PATH
R-HSA-2206282,10.98370619265935,1.0,MPS IIIB - Sanfilippo syndrome B,PATH
R-HSA-8941856,10.98370619265935,1.0,RUNX3 regulates NOTCH signaling,PATH
R-HSA-9675135,10.98370619265935,1.0,Diseases of DNA repair,PATH
R-HSA-9648895,10.98370619265935,1.0,Response of EIF2AK1 (HRI) to heme deficiency,PATH
R-HSA-73886,10.98370619265935,1.0,Chromosome Maintenance,PATH
R-HSA-5654712,10.98370619265935,1.0,FRS-mediated FGFR4 signaling,PATH
R-HSA-180534,10.98370619265935,1.0,Vpu mediated degradation of CD4,PATH
R-HSA-3359462,10.98370619265935,1.0,Defective AMN causes MGA1,PATH
R-HSA-3359454,10.98370619265935,1.0,Defective TCN2 causes TCN2 deficiency,PATH
R-HSA-165159,9.661778097771988,0.8796464443148675,MTOR signalling,PATH
R-HSA-9610379,10.98370619265935,1.0,HCMV Late Events,PATH
R-HSA-9679514,9.398743691938193,0.8556987529600508,SARS-CoV-1 Genome Replication and Transcription,PATH
R-HSA-5655302,10.98370619265935,1.0,Signaling by FGFR1 in disease,PATH
R-HSA-8849932,10.98370619265935,1.0,Synaptic adhesion-like molecules,PATH
R-HSA-2730905,10.98370619265935,1.0,Role of LAT2/NTAL/LAB on calcium mobilization,PATH
R-HSA-6807070,8.661778097771988,0.7886024940798984,PTEN Regulation,PATH
R-HSA-450294,8.98370619265935,0.8179120995300617,MAP kinase activation,PATH
R-HSA-5619045,10.98370619265935,1.0,Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM),PATH
R-HSA-8983711,10.98370619265935,1.0,OAS antiviral response,PATH
R-HSA-210500,10.98370619265935,1.0,Glutamate Neurotransmitter Release Cycle,PATH
R-HSA-165160,10.98370619265935,1.0,PDE3B signalling,PATH
R-HSA-169893,9.398743691938193,0.8556987529600508,Prolonged ERK activation events,PATH
R-HSA-1299287,10.98370619265935,1.0,Tandem pore domain halothane-inhibited K+ channel (THIK),PATH
R-HSA-375276,9.398743691938193,0.8556987529600508,Peptide ligand-binding receptors,PATH
R-HSA-9637687,8.98370619265935,0.8179120995300617,Suppression of phagosomal maturation,PATH
R-HSA-70171,9.98370619265935,0.9089560497650309,Glycolysis,PATH
R-HSA-109606,7.9837061926593496,0.7268681492950926,Intrinsic Pathway for Apoptosis,PATH
R-HSA-6809583,10.98370619265935,1.0,Retinoid metabolism disease events,PATH
R-HSA-3311021,10.98370619265935,1.0,SMAD4 MH2 Domain Mutants in Cancer,PATH
R-HSA-8868773,9.398743691938193,0.8556987529600508,rRNA processing in the nucleus and cytosol,PATH
R-HSA-5654733,10.398743691938193,0.94674270319502,Negative regulation of FGFR4 signaling,PATH
R-HSA-194315,10.98370619265935,1.0,Signaling by Rho GTPases,PATH
R-HSA-8868766,10.398743691938193,0.94674270319502,rRNA processing in the mitochondrion,PATH
R-HSA-1614635,9.661778097771988,0.8796464443148675,Sulfur amino acid metabolism,PATH
R-HSA-9636003,10.98370619265935,1.0,NEIL3-mediated resolution of ICLs,PATH
R-HSA-199418,10.568668693380506,0.9622133465700109,Negative regulation of the PI3K/AKT network,PATH
R-HSA-190242,8.98370619265935,0.8179120995300617,FGFR1 ligand binding and activation,PATH
R-HSA-3642279,10.98370619265935,1.0,TGFBR2 MSI Frameshift Mutants in Cancer,PATH
R-HSA-195399,10.98370619265935,1.0,VEGF binds to VEGFR leading to receptor dimerization,PATH
R-HSA-168316,10.398743691938193,0.94674270319502,Assembly of Viral Components at the Budding Site,PATH
R-HSA-629587,10.98370619265935,1.0,Highly sodium permeable postsynaptic acetylcholine nicotinic receptors,PATH
R-HSA-1483076,10.98370619265935,1.0,Synthesis of CL,PATH
R-HSA-9706574,9.398743691938193,0.8556987529600508,RHOBTB GTPase Cycle,PATH
R-HSA-1299308,10.98370619265935,1.0,Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK),PATH
R-HSA-8949664,10.98370619265935,1.0,Processing of SMDT1,PATH
R-HSA-9006821,10.98370619265935,1.0,Alternative Lengthening of Telomeres (ALT),PATH
R-HSA-196025,10.98370619265935,1.0,Formation of annular gap junctions,PATH
R-HSA-141430,10.98370619265935,1.0,Inactivation of APC/C via direct inhibition of the APC/C complex,PATH
R-HSA-9665251,10.98370619265935,1.0,Resistance of ERBB2 KD mutants to lapatinib,PATH
R-HSA-174154,10.98370619265935,1.0,APC/C:Cdc20 mediated degradation of Securin,PATH
R-HSA-5696395,10.98370619265935,1.0,Formation of Incision Complex in GG-NER,PATH
R-HSA-5620920,8.661778097771988,0.7886024940798984,Cargo trafficking to the periciliary membrane,PATH
R-HSA-191273,9.98370619265935,0.9089560497650309,Cholesterol biosynthesis,PATH
R-HSA-9717316,10.98370619265935,1.0,alectinib-resistant ALK mutants,PATH
R-HSA-9937080,10.98370619265935,1.0,Developmental Lineage of Multipotent Pancreatic Progenitor Cells,PATH
R-HSA-5619052,10.98370619265935,1.0,Defective SLC9A9 causes autism 16 (AUTS16),PATH
R-HSA-168799,7.813781191217037,0.7113975059201018,Neurotoxicity of clostridium toxins,PATH
R-HSA-446652,7.813781191217037,0.7113975059201018,Interleukin-1 family signaling,PATH
R-HSA-5674135,10.98370619265935,1.0,MAP2K and MAPK activation,PATH
R-HSA-446343,10.98370619265935,1.0,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,PATH
R-HSA-9918440,10.98370619265935,1.0,Defective visual phototransduction due to RDH12 loss of function,PATH
R-HSA-606279,10.98370619265935,1.0,Deposition of new CENPA-containing nucleosomes at the centromere,PATH
R-HSA-6803157,9.398743691938193,0.8556987529600508,Antimicrobial peptides,PATH
R-HSA-264642,10.98370619265935,1.0,Acetylcholine Neurotransmitter Release Cycle,PATH
R-HSA-73621,10.98370619265935,1.0,Pyrimidine catabolism,PATH
R-HSA-74713,10.98370619265935,1.0,IRS activation,PATH
R-HSA-73857,6.029509882272474,0.5489503976628697,RNA Polymerase II Transcription,PATH
R-HSA-2426168,10.98370619265935,1.0,Activation of gene expression by SREBF (SREBP),PATH
R-HSA-9865114,8.661778097771988,0.7886024940798984,Maple Syrup Urine Disease,PATH
R-HSA-8849472,10.98370619265935,1.0,PTK6 Down-Regulation,PATH
R-HSA-2022090,9.98370619265935,0.9089560497650309,Assembly of collagen fibrils and other multimeric structures,PATH
R-HSA-9615017,10.98370619265935,1.0,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",PATH
R-HSA-1307965,10.98370619265935,1.0,betaKlotho-mediated ligand binding,PATH
R-HSA-69618,9.98370619265935,0.9089560497650309,Mitotic Spindle Checkpoint,PATH
R-HSA-210990,10.98370619265935,1.0,PECAM1 interactions,PATH
R-HSA-9013700,10.98370619265935,1.0,NOTCH4 Activation and Transmission of Signal to the Nucleus,PATH
R-HSA-166665,10.98370619265935,1.0,Terminal pathway of complement,PATH
R-HSA-1369062,10.98370619265935,1.0,ABC transporters in lipid homeostasis,PATH
R-HSA-9665247,10.98370619265935,1.0,Resistance of ERBB2 KD mutants to osimertinib,PATH
R-HSA-180024,10.98370619265935,1.0,DARPP-32 events,PATH
R-HSA-1221632,10.98370619265935,1.0,Meiotic synapsis,PATH
R-HSA-392851,10.98370619265935,1.0,Prostacyclin signalling through prostacyclin receptor,PATH
R-HSA-1234158,10.98370619265935,1.0,Regulation of gene expression by Hypoxia-inducible Factor,PATH
R-HSA-199992,9.98370619265935,0.9089560497650309,trans-Golgi Network Vesicle Budding,PATH
R-HSA-196843,10.98370619265935,1.0,Vitamin B2 (riboflavin) metabolism,PATH
R-HSA-5357956,10.98370619265935,1.0,TNFR1-induced NF-kappa-B signaling pathway,PATH
R-HSA-9031528,10.98370619265935,1.0,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,PATH
R-HSA-352230,10.98370619265935,1.0,Amino acid transport across the plasma membrane,PATH
R-HSA-9664420,9.98370619265935,0.9089560497650309,Killing mechanisms,PATH
R-HSA-1483255,8.661778097771988,0.7886024940798984,PI Metabolism,PATH
R-HSA-5602410,10.98370619265935,1.0,TLR3 deficiency - HSE,PATH
R-HSA-8857538,10.98370619265935,1.0,PTK6 promotes HIF1A stabilization,PATH
R-HSA-4839744,9.398743691938193,0.8556987529600508,Signaling by APC mutants,PATH
R-HSA-4570571,10.98370619265935,1.0,Defective RFT1 causes CDG-1n,PATH
R-HSA-5579014,10.98370619265935,1.0,Defective CYP27B1 causes VDDR1A,PATH
R-HSA-379726,10.98370619265935,1.0,Mitochondrial tRNA aminoacylation,PATH
R-HSA-351143,10.98370619265935,1.0,Agmatine biosynthesis,PATH
R-HSA-2028269,10.98370619265935,1.0,Signaling by Hippo,PATH
R-HSA-5654732,10.398743691938193,0.94674270319502,Negative regulation of FGFR3 signaling,PATH
R-HSA-8964026,10.98370619265935,1.0,Chylomicron clearance,PATH
R-HSA-8849175,10.98370619265935,1.0,Threonine catabolism,PATH
R-HSA-9005895,10.98370619265935,1.0,Pervasive developmental disorders,PATH
R-HSA-166166,10.98370619265935,1.0,MyD88-independent TLR4 cascade ,PATH
R-HSA-1483213,10.98370619265935,1.0,Synthesis of PE,PATH
R-HSA-8956319,9.661778097771988,0.8796464443148675,Nucleotide catabolism,PATH
R-HSA-3000171,9.98370619265935,0.9089560497650309,Non-integrin membrane-ECM interactions,PATH
R-HSA-1852241,9.398743691938193,0.8556987529600508,Organelle biogenesis and maintenance,PATH
R-HSA-5099900,10.98370619265935,1.0,WNT5A-dependent internalization of FZD4,PATH
R-HSA-6785631,10.98370619265935,1.0,ERBB2 Regulates Cell Motility,PATH
R-HSA-1306955,10.98370619265935,1.0,GRB7 events in ERBB2 signaling,PATH
R-HSA-9927354,10.98370619265935,1.0,Co-stimulation by ICOS,PATH
R-HSA-8978868,6.9837061926593496,0.6358241990601236,Fatty acid metabolism,PATH
R-HSA-5674404,10.98370619265935,1.0,PTEN Loss of Function in Cancer,PATH
R-HSA-71737,10.98370619265935,1.0,Pyrophosphate hydrolysis,PATH
R-HSA-170834,9.398743691938193,0.8556987529600508,Signaling by TGF-beta Receptor Complex,PATH
R-HSA-9013148,10.98370619265935,1.0,CDC42 GTPase cycle,PATH
R-HSA-5656364,10.98370619265935,1.0,Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM),PATH
R-HSA-9664323,10.98370619265935,1.0,FCGR3A-mediated IL10 synthesis,PATH
R-HSA-418457,10.98370619265935,1.0,cGMP effects,PATH
R-HSA-3315487,10.98370619265935,1.0,SMAD2/3 MH2 Domain Mutants in Cancer,PATH
R-HSA-389960,10.98370619265935,1.0,Formation of tubulin folding intermediates by CCT/TriC,PATH
R-HSA-427389,10.98370619265935,1.0,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,PATH
R-HSA-202427,10.98370619265935,1.0,Phosphorylation of CD3 and TCR zeta chains,PATH
R-HSA-194306,10.98370619265935,1.0,Neurophilin interactions with VEGF and VEGFR,PATH
R-HSA-5663205,10.98370619265935,1.0,Infectious disease,PATH
R-HSA-5625886,10.98370619265935,1.0,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,PATH
R-HSA-8981607,10.98370619265935,1.0,Intracellular oxygen transport,PATH
R-HSA-9674404,10.98370619265935,1.0,Sorafenib-resistant PDGFR mutants,PATH
R-HSA-9672395,10.98370619265935,1.0,Defective F8 binding to the cell membrane,PATH
R-HSA-9672387,10.98370619265935,1.0,Defective F8 accelerates dissociation of the A2 domain,PATH
R-HSA-390651,10.98370619265935,1.0,Dopamine receptors,PATH
R-HSA-9845620,10.98370619265935,1.0,Enhanced binding of GP1BA variant to VWF multimer:collagen ,PATH
R-HSA-5423599,8.398743691938193,0.7646548027250817,Diseases of Mismatch Repair (MMR),PATH
R-HSA-444209,10.98370619265935,1.0,Free fatty acid receptors,PATH
R-HSA-8963676,9.398743691938193,0.8556987529600508,Intestinal absorption,PATH
R-HSA-5358751,10.98370619265935,1.0,CTNNB1 S45 mutants aren't phosphorylated,PATH
R-HSA-9022702,10.98370619265935,1.0,MECP2 regulates transcription of neuronal ligands,PATH
R-HSA-8941333,10.98370619265935,1.0,RUNX2 regulates genes involved in differentiation of myeloid cells,PATH
R-HSA-8949215,10.398743691938193,0.94674270319502,Mitochondrial calcium ion transport,PATH
R-HSA-2029481,10.98370619265935,1.0,FCGR activation,PATH
R-HSA-193639,9.398743691938193,0.8556987529600508,p75NTR signals via NF-kB,PATH
R-HSA-112126,10.98370619265935,1.0,ALKBH3 mediated reversal of alkylation damage,PATH
R-HSA-9860931,9.398743691938193,0.8556987529600508,Response of endothelial cells to shear stress,PATH
R-HSA-5619050,10.98370619265935,1.0,"Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)",PATH
R-HSA-9864848,10.98370619265935,1.0,Complex IV assembly,PATH
R-HSA-5654708,8.661778097771988,0.7886024940798984,Downstream signaling of activated FGFR3,PATH
R-HSA-9013419,10.98370619265935,1.0,RHOT2 GTPase cycle,PATH
R-HSA-5579016,10.98370619265935,1.0,Defective UGT1A4 causes hyperbilirubinemia,PATH
R-HSA-9659379,9.398743691938193,0.8556987529600508,Sensory processing of sound,PATH
R-HSA-1227986,8.524274574022051,0.7760836301064763,Signaling by ERBB2,PATH
R-HSA-5654741,9.98370619265935,0.9089560497650309,Signaling by FGFR3,PATH
R-HSA-139915,10.98370619265935,1.0,Activation of PUMA and translocation to mitochondria,PATH
R-HSA-1169408,10.98370619265935,1.0,ISG15 antiviral mechanism,PATH
R-HSA-5651801,10.98370619265935,1.0,PCNA-Dependent Long Patch Base Excision Repair,PATH
R-HSA-5210891,10.98370619265935,1.0,Uptake and function of anthrax toxins,PATH
R-HSA-189445,9.398743691938193,0.8556987529600508,Metabolism of porphyrins,PATH
R-HSA-6791462,10.98370619265935,1.0,"TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P",PATH
R-HSA-6783589,9.398743691938193,0.8556987529600508,Interleukin-6 family signaling,PATH
R-HSA-9022707,10.98370619265935,1.0,MECP2 regulates transcription factors,PATH
R-HSA-9018676,10.98370619265935,1.0,Biosynthesis of D-series resolvins,PATH
R-HSA-5357801,10.98370619265935,1.0,Programmed Cell Death,PATH
R-HSA-83936,10.98370619265935,1.0,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,PATH
R-HSA-162582,7.3987436919381935,0.6736108524901127,Signal Transduction,PATH
R-HSA-162592,9.98370619265935,0.9089560497650309,Integration of provirus,PATH
R-HSA-9820952,8.98370619265935,0.8179120995300617,Respiratory Syncytial Virus Infection Pathway,PATH
R-HSA-2161522,9.398743691938193,0.8556987529600508,Abacavir ADME,PATH
R-HSA-9670095,10.98370619265935,1.0,Inhibition of DNA recombination at telomere,PATH
R-HSA-418597,10.98370619265935,1.0,G alpha (z) signalling events,PATH
R-HSA-9733458,10.98370619265935,1.0,Induction of Cell-Cell Fusion,PATH
R-HSA-2555396,9.98370619265935,0.9089560497650309,Mitotic Metaphase and Anaphase,PATH
R-HSA-9020265,10.98370619265935,1.0,Biosynthesis of aspirin-triggered D-series resolvins,PATH
R-HSA-140875,10.98370619265935,1.0,Common Pathway of Fibrin Clot Formation,PATH
R-HSA-71032,10.98370619265935,1.0,Propionyl-CoA catabolism,PATH
R-HSA-2142789,10.98370619265935,1.0,Ubiquinol biosynthesis,PATH
R-HSA-174430,10.98370619265935,1.0,Telomere C-strand synthesis initiation,PATH
R-HSA-9665348,10.98370619265935,1.0,Signaling by ERBB2 ECD mutants,PATH
R-HSA-354192,10.398743691938193,0.94674270319502,Integrin signaling,PATH
R-HSA-5658623,10.98370619265935,1.0,FGFRL1 modulation of FGFR1 signaling,PATH
R-HSA-5654696,8.661778097771988,0.7886024940798984,Downstream signaling of activated FGFR2,PATH
R-HSA-159234,8.98370619265935,0.8179120995300617,Transport of Mature mRNAs Derived from Intronless Transcripts,PATH
R-HSA-5632968,10.98370619265935,1.0,Defective Mismatch Repair Associated With MSH6,PATH
R-HSA-113501,10.98370619265935,1.0,Inhibition of replication initiation of damaged DNA by RB1/E2F1,PATH
R-HSA-1855204,10.98370619265935,1.0,Synthesis of IP3 and IP4 in the cytosol,PATH
R-HSA-5656121,10.98370619265935,1.0,Translesion synthesis by POLI,PATH
R-HSA-5696397,10.98370619265935,1.0,Gap-filling DNA repair synthesis and ligation in GG-NER,PATH
R-HSA-9694631,10.98370619265935,1.0,Maturation of nucleoprotein,PATH
R-HSA-69541,10.568668693380506,0.9622133465700109,Stabilization of p53,PATH
R-HSA-4720454,10.98370619265935,1.0,Defective ALG9 causes CDG-1l,PATH
R-HSA-3656248,10.98370619265935,1.0,Defective HEXB causes GM2G2,PATH
R-HSA-3359485,10.98370619265935,1.0,Defective CD320 causes MMATC,PATH
R-HSA-110313,8.398743691938193,0.7646548027250817,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,PATH
R-HSA-9007892,10.98370619265935,1.0,Interleukin-38 signaling,PATH
R-HSA-2393930,10.98370619265935,1.0,Phosphate bond hydrolysis by NUDT proteins,PATH
R-HSA-112409,9.98370619265935,0.9089560497650309,RAF-independent MAPK1/3 activation,PATH
R-HSA-5654726,10.398743691938193,0.94674270319502,Negative regulation of FGFR1 signaling,PATH
R-HSA-5250989,10.98370619265935,1.0,Toxicity of botulinum toxin type G (botG),PATH
R-HSA-5358749,10.98370619265935,1.0,CTNNB1 S37 mutants aren't phosphorylated,PATH
R-HSA-5686938,10.98370619265935,1.0,Regulation of TLR by endogenous ligand,PATH
R-HSA-209968,10.398743691938193,0.94674270319502,Thyroxine biosynthesis,PATH
R-HSA-9840310,10.98370619265935,1.0,Glycosphingolipid catabolism,PATH
R-HSA-351200,10.98370619265935,1.0,Interconversion of polyamines,PATH
R-HSA-9020958,10.98370619265935,1.0,Interleukin-21 signaling,PATH
R-HSA-9918443,10.98370619265935,1.0,Defective visual phototransduction due to OPN1SW loss of function,PATH
R-HSA-9702518,10.98370619265935,1.0,STAT5 activation downstream of FLT3 ITD mutants,PATH
R-HSA-9854907,10.98370619265935,1.0,Regulation of MITF-M dependent genes involved in metabolism,PATH
R-HSA-3296469,7.283266474518257,0.6630973504540592,Defects in cobalamin (B12) metabolism,PATH
R-HSA-9706369,10.98370619265935,1.0,Negative regulation of FLT3,PATH
R-HSA-4608870,10.98370619265935,1.0,Asymmetric localization of PCP proteins,PATH
R-HSA-448424,10.98370619265935,1.0,Interleukin-17 signaling,PATH
R-HSA-9824443,10.98370619265935,1.0,Parasitic Infection Pathways,PATH
R-HSA-6791055,10.98370619265935,1.0,"TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P",PATH
R-HSA-6811434,10.98370619265935,1.0,COPI-dependent Golgi-to-ER retrograde traffic,PATH
R-HSA-5657562,10.98370619265935,1.0,Essential fructosuria,PATH
R-HSA-9839389,10.98370619265935,1.0,TGFBR3 regulates TGF-beta signaling,PATH
R-HSA-426117,10.98370619265935,1.0,Cation-coupled Chloride cotransporters,PATH
R-HSA-909733,10.398743691938193,0.94674270319502,Interferon alpha/beta signaling,PATH
R-HSA-3295583,10.98370619265935,1.0,TRP channels,PATH
R-HSA-9012999,6.735778679215764,0.6132518988642861,RHO GTPase cycle,PATH
